# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uz_initial      	Uz_final        	Uz_iters        	U_converged     	k_solver        	k_initial       	k_final         	k_iters         	k_converged     	p_solver        	p_initial       	p_final         	p_iters         	p_converged     	e_solver        	e_initial       	e_final         	e_iters         	e_converged     	omega_solver    	omega_initial   	omega_final     	omega_iters     	omega_converged 
73              	DILUPBiCGStab	3.20481830e-03	2.18555430e-05	1	2.60066740e-03	2.40308370e-05	1	false	DILUPBiCGStab	8.84839350e-04	8.07128330e-05	1	true	GAMG	5.51671330e-03	5.34241030e-05	11	true	DILUPBiCGStab	1.94347050e-02	1.12288630e-03	1	true	DILUPBiCGStab	2.87260300e-04	2.41905700e-06	1	true
74              	DILUPBiCGStab	3.16194860e-03	2.16587440e-05	1	2.58587040e-03	2.46404030e-05	1	false	DILUPBiCGStab	8.91651360e-04	8.10197060e-05	1	true	GAMG	5.46608860e-03	4.94379130e-05	11	true	DILUPBiCGStab	1.87072050e-02	1.07634480e-03	1	true	DILUPBiCGStab	2.81560470e-04	2.40802370e-06	1	true
75              	DILUPBiCGStab	3.12008470e-03	2.15008050e-05	1	2.56987580e-03	2.51514180e-05	1	false	DILUPBiCGStab	8.95003340e-04	8.15116510e-05	1	true	GAMG	5.42140560e-03	4.59912140e-05	11	true	DILUPBiCGStab	1.80471710e-02	1.03333410e-03	1	true	DILUPBiCGStab	2.77682530e-04	2.44783120e-06	1	true
76              	DILUPBiCGStab	3.07866200e-03	2.13608730e-05	1	2.55476090e-03	2.55613020e-05	1	false	DILUPBiCGStab	8.96473560e-04	8.22233650e-05	1	true	GAMG	5.35913940e-03	4.45784680e-05	11	true	DILUPBiCGStab	1.74394210e-02	9.97487480e-04	1	true	DILUPBiCGStab	2.75725030e-04	2.45028410e-06	1	true
77              	DILUPBiCGStab	3.03896870e-03	2.12473880e-05	1	2.53924610e-03	2.58008070e-05	1	false	DILUPBiCGStab	8.98119240e-04	8.30781460e-05	1	true	GAMG	5.30498770e-03	4.44793070e-05	11	true	DILUPBiCGStab	1.68872240e-02	9.67967310e-04	1	true	DILUPBiCGStab	2.73360930e-04	2.55058380e-06	1	true
78              	DILUPBiCGStab	2.99969830e-03	2.11344920e-05	1	2.52372490e-03	2.58366000e-05	1	false	DILUPBiCGStab	8.95808120e-04	8.33060120e-05	1	true	GAMG	5.23988110e-03	4.52368460e-05	11	true	DILUPBiCGStab	1.63780810e-02	9.44696110e-04	1	true	DILUPBiCGStab	2.72760580e-04	2.43946990e-06	1	true
79              	DILUPBiCGStab	2.96129860e-03	2.10245260e-05	1	2.50900410e-03	2.56550080e-05	1	false	DILUPBiCGStab	8.87913210e-04	8.24423760e-05	1	true	GAMG	5.18542390e-03	4.62397440e-05	11	true	DILUPBiCGStab	1.59103210e-02	9.28354900e-04	1	true	DILUPBiCGStab	2.71568200e-04	2.36564710e-06	1	true
80              	DILUPBiCGStab	2.92477940e-03	2.09437110e-05	1	2.49398300e-03	2.52126820e-05	1	false	DILUPBiCGStab	8.71503820e-04	8.01563850e-05	1	true	GAMG	5.15333170e-03	4.67885090e-05	11	true	DILUPBiCGStab	1.54793640e-02	9.19185760e-04	1	true	DILUPBiCGStab	2.70997390e-04	2.34164010e-06	1	true
81              	DILUPBiCGStab	2.88971940e-03	2.08584300e-05	1	2.47960680e-03	2.45680890e-05	1	false	DILUPBiCGStab	8.46194720e-04	7.64461330e-05	1	true	GAMG	5.06947890e-03	4.71529920e-05	11	true	DILUPBiCGStab	1.50594260e-02	9.15599550e-04	1	true	DILUPBiCGStab	2.68781070e-04	2.33511220e-06	1	true
82              	DILUPBiCGStab	2.85647250e-03	2.07749570e-05	1	2.46535340e-03	2.37156820e-05	1	false	DILUPBiCGStab	8.15327280e-04	7.19262940e-05	1	true	GAMG	5.01763670e-03	4.73848240e-05	11	true	DILUPBiCGStab	1.46405090e-02	9.18807620e-04	1	true	DILUPBiCGStab	2.65281090e-04	2.29185370e-06	1	true
83              	DILUPBiCGStab	2.82456860e-03	2.06989140e-05	1	2.45163150e-03	2.26846410e-05	1	false	DILUPBiCGStab	7.81638410e-04	6.69823580e-05	1	true	GAMG	4.97501150e-03	4.73149720e-05	11	true	DILUPBiCGStab	1.42132230e-02	9.25761560e-04	1	true	DILUPBiCGStab	2.61934120e-04	2.24383840e-06	1	true
84              	DILUPBiCGStab	2.79468960e-03	2.06368480e-05	1	2.43817710e-03	2.14928920e-05	1	false	DILUPBiCGStab	7.47370600e-04	6.19533750e-05	1	true	GAMG	4.90159850e-03	4.73495320e-05	11	true	DILUPBiCGStab	1.37751230e-02	9.36180980e-04	1	true	DILUPBiCGStab	2.57079980e-04	2.16549440e-06	1	true
85              	DILUPBiCGStab	2.76559060e-03	2.05946000e-05	1	2.42539460e-03	2.03423130e-05	1	false	DILUPBiCGStab	7.13319460e-04	5.61099060e-05	1	true	GAMG	4.85642250e-03	4.76287780e-05	11	true	DILUPBiCGStab	1.33092890e-02	9.51868550e-04	1	true	DILUPBiCGStab	2.52349770e-04	2.50308760e-05	1	true
86              	DILUPBiCGStab	2.73775470e-03	2.05456600e-05	1	2.41347540e-03	1.88574770e-05	1	false	DILUPBiCGStab	6.80345850e-04	5.15920760e-05	1	true	GAMG	4.79752350e-03	4.79004240e-05	11	true	DILUPBiCGStab	1.28206100e-02	9.63436850e-04	1	true	DILUPBiCGStab	2.46022330e-04	2.66503840e-06	1	true
87              	DILUPBiCGStab	2.71130460e-03	2.04762680e-05	1	2.40147690e-03	1.72816040e-05	1	false	DILUPBiCGStab	6.51036330e-04	4.80686470e-05	1	true	GAMG	4.73640820e-03	4.03123900e-05	12	true	DILUPBiCGStab	1.23183630e-02	9.72100240e-04	1	true	DILUPBiCGStab	2.40547970e-04	2.35681980e-05	1	true
88              	DILUPBiCGStab	2.68595220e-03	2.03995220e-05	1	2.39054180e-03	1.58399950e-05	1	false	DILUPBiCGStab	6.24901510e-04	4.49147460e-05	1	true	GAMG	4.68354850e-03	3.87279730e-05	12	true	DILUPBiCGStab	1.18176490e-02	9.81060330e-04	1	true	DILUPBiCGStab	2.34005440e-04	2.38616360e-06	1	true
89              	DILUPBiCGStab	2.66176100e-03	2.02991760e-05	1	2.38000690e-03	1.48531930e-05	1	false	DILUPBiCGStab	6.01745570e-04	4.21376830e-05	1	true	GAMG	4.63421830e-03	3.83752970e-05	12	true	DILUPBiCGStab	1.13241000e-02	9.88510430e-04	1	true	DILUPBiCGStab	2.29578210e-04	2.18557680e-05	1	true
90              	DILUPBiCGStab	2.63827850e-03	2.01889690e-05	1	2.36941640e-03	1.41735830e-05	1	false	DILUPBiCGStab	5.81604510e-04	3.99343210e-05	1	true	GAMG	4.59257530e-03	3.83971980e-05	12	true	DILUPBiCGStab	1.08479100e-02	9.91847730e-04	1	true	DILUPBiCGStab	2.23556200e-04	2.18443540e-06	1	true
91              	DILUPBiCGStab	2.61562230e-03	2.00780030e-05	1	2.36107580e-03	1.36781750e-05	1	false	DILUPBiCGStab	5.65875810e-04	3.81597580e-05	1	true	GAMG	4.54711800e-03	3.82776830e-05	12	true	DILUPBiCGStab	1.03959180e-02	9.89227300e-04	1	true	DILUPBiCGStab	2.19578070e-04	2.04817510e-05	1	true
92              	DILUPBiCGStab	2.59417120e-03	1.99604180e-05	1	2.35164300e-03	1.33373130e-05	1	false	DILUPBiCGStab	5.52806040e-04	3.68517530e-05	1	true	GAMG	4.49168890e-03	3.80375760e-05	12	true	DILUPBiCGStab	9.97310880e-03	9.75827330e-04	1	true	DILUPBiCGStab	2.14252000e-04	2.03488410e-06	1	true
93              	DILUPBiCGStab	2.57376440e-03	1.98445220e-05	1	2.34373550e-03	1.30889340e-05	1	false	DILUPBiCGStab	5.43939900e-04	3.59198830e-05	1	true	GAMG	4.45419180e-03	3.79447660e-05	12	true	DILUPBiCGStab	9.57780110e-03	6.82101600e-05	1	true	DILUPBiCGStab	2.12401330e-04	1.95724340e-05	1	true
94              	DILUPBiCGStab	2.55385350e-03	1.97179930e-05	1	2.33561970e-03	1.28631730e-05	1	false	DILUPBiCGStab	5.38305400e-04	3.53832950e-05	1	true	GAMG	4.38551670e-03	3.77830620e-05	12	true	DILUPBiCGStab	9.24872390e-03	7.55405030e-04	1	true	DILUPBiCGStab	2.08795200e-04	1.95241810e-06	1	true
95              	DILUPBiCGStab	2.53499590e-03	1.96160070e-05	1	2.32731110e-03	1.26350090e-05	1	false	DILUPBiCGStab	5.35530150e-04	3.51302060e-05	1	true	GAMG	4.32493860e-03	3.69233700e-05	12	true	DILUPBiCGStab	8.94054640e-03	8.49324200e-04	1	true	DILUPBiCGStab	2.07710720e-04	1.91992210e-05	1	true
96              	DILUPBiCGStab	2.51642330e-03	1.95355240e-05	1	2.32007670e-03	1.24320170e-05	1	false	DILUPBiCGStab	5.35527010e-04	3.52182820e-05	1	true	GAMG	4.28872460e-03	3.58328890e-05	12	true	DILUPBiCGStab	8.66202710e-03	6.96518060e-05	1	true	DILUPBiCGStab	2.05092680e-04	1.93057320e-06	1	true
97              	DILUPBiCGStab	2.49846220e-03	1.94555570e-05	1	2.31255540e-03	1.21963180e-05	1	false	DILUPBiCGStab	5.38348640e-04	3.55168940e-05	1	true	GAMG	4.24625930e-03	3.52641140e-05	12	true	DILUPBiCGStab	8.40704410e-03	7.59138930e-04	1	true	DILUPBiCGStab	2.04254830e-04	1.91625610e-05	1	true
98              	DILUPBiCGStab	2.48086900e-03	1.93466480e-05	1	2.30559200e-03	1.19525750e-05	1	false	DILUPBiCGStab	5.43750610e-04	3.60824010e-05	1	true	GAMG	4.21678440e-03	3.47314920e-05	12	true	DILUPBiCGStab	8.18581530e-03	5.81795460e-05	1	true	DILUPBiCGStab	2.02401140e-04	1.94018150e-06	1	true
99              	DILUPBiCGStab	2.46361240e-03	1.92126870e-05	1	2.29824280e-03	1.17414830e-05	1	false	DILUPBiCGStab	5.52334340e-04	3.68557760e-05	1	true	GAMG	4.18900040e-03	3.42105480e-05	12	true	DILUPBiCGStab	7.98174690e-03	7.03857460e-04	1	true	DILUPBiCGStab	2.03011360e-04	1.93534200e-05	1	true
100             	DILUPBiCGStab	2.44707920e-03	1.90544900e-05	1	2.29163100e-03	1.16477160e-05	1	false	DILUPBiCGStab	5.63440530e-04	3.79153690e-05	1	true	GAMG	4.16146530e-03	3.40845390e-05	12	true	DILUPBiCGStab	7.80695050e-03	5.71704620e-05	1	true	DILUPBiCGStab	2.00980200e-04	1.83806960e-06	1	true
101             	DILUPBiCGStab	2.43065160e-03	1.89369290e-05	1	2.28419620e-03	1.15658270e-05	1	false	DILUPBiCGStab	5.77164180e-04	3.90443130e-05	1	true	GAMG	4.13531250e-03	3.39569500e-05	12	true	DILUPBiCGStab	7.63621020e-03	7.00414100e-04	1	true	DILUPBiCGStab	2.02034340e-04	1.88852040e-05	1	true
102             	DILUPBiCGStab	2.41483340e-03	1.88567100e-05	1	2.27731300e-03	1.14828360e-05	1	false	DILUPBiCGStab	5.94186840e-04	4.05948540e-05	1	true	GAMG	4.10654310e-03	3.33701790e-05	12	true	DILUPBiCGStab	7.48538750e-03	5.74714180e-05	1	true	DILUPBiCGStab	2.00983100e-04	1.75226960e-06	1	true
103             	DILUPBiCGStab	2.39912660e-03	1.87971410e-05	1	2.27056040e-03	1.14232100e-05	1	false	DILUPBiCGStab	6.14484360e-04	4.22095500e-05	1	true	GAMG	4.06567680e-03	3.39201800e-05	12	true	DILUPBiCGStab	7.33830740e-03	6.93203910e-04	1	true	DILUPBiCGStab	2.03443980e-04	1.89533770e-05	1	true
104             	DILUPBiCGStab	2.38398990e-03	1.87339620e-05	1	2.26297780e-03	1.13813250e-05	1	false	DILUPBiCGStab	6.37729290e-04	4.41274320e-05	1	true	GAMG	4.02808750e-03	3.47971070e-05	12	true	DILUPBiCGStab	7.20753780e-03	6.01696720e-05	1	true	DILUPBiCGStab	2.03670140e-04	1.67746200e-06	1	true
105             	DILUPBiCGStab	2.36909140e-03	1.86318990e-05	1	2.25632590e-03	1.13217380e-05	1	false	DILUPBiCGStab	6.65052390e-04	4.62908070e-05	1	true	GAMG	3.99370850e-03	3.41445790e-05	12	true	DILUPBiCGStab	7.08110570e-03	6.88837070e-04	1	true	DILUPBiCGStab	2.03712640e-04	1.85715430e-05	1	true
106             	DILUPBiCGStab	2.35451420e-03	1.85313540e-05	1	2.24859410e-03	1.12598450e-05	1	false	DILUPBiCGStab	6.98390000e-04	4.89238000e-05	1	true	GAMG	3.92891960e-03	3.29337370e-05	12	true	DILUPBiCGStab	6.96113080e-03	5.86840940e-05	1	true	DILUPBiCGStab	2.05316880e-04	1.96000350e-05	1	true
107             	DILUPBiCGStab	2.34029920e-03	1.84218000e-05	1	2.24230650e-03	1.12380790e-05	1	false	DILUPBiCGStab	7.36460830e-04	5.18787020e-05	1	true	GAMG	3.88904500e-03	3.05602060e-05	12	true	DILUPBiCGStab	6.85411780e-03	6.48036390e-04	1	true	DILUPBiCGStab	2.06831460e-04	1.92048190e-05	1	true
108             	DILUPBiCGStab	2.32654220e-03	1.83210560e-05	1	2.23457670e-03	1.12204790e-05	1	false	DILUPBiCGStab	7.75504180e-04	5.50537270e-05	1	true	GAMG	3.85948570e-03	2.86119040e-05	12	true	DILUPBiCGStab	6.74410070e-03	5.37894740e-05	1	true	DILUPBiCGStab	2.07930810e-04	1.88077180e-05	1	true
109             	DILUPBiCGStab	2.31290970e-03	1.82062230e-05	1	2.22827370e-03	1.12241630e-05	1	false	DILUPBiCGStab	8.13911630e-04	5.83418250e-05	1	true	GAMG	3.81354360e-03	2.77007570e-05	12	true	DILUPBiCGStab	6.64461080e-03	6.29049960e-04	1	true	DILUPBiCGStab	2.11117620e-04	1.86642820e-05	1	true
110             	DILUPBiCGStab	2.29948000e-03	1.80944100e-05	1	2.22143560e-03	1.12894460e-05	1	false	DILUPBiCGStab	8.50627210e-04	6.15494700e-05	1	true	GAMG	3.78397260e-03	2.75178270e-05	12	true	DILUPBiCGStab	6.54975540e-03	5.30342620e-05	1	true	DILUPBiCGStab	2.14818060e-04	1.85873480e-05	1	true
111             	DILUPBiCGStab	2.28651650e-03	1.79795900e-05	1	2.21451850e-03	1.13821720e-05	1	false	DILUPBiCGStab	8.83937080e-04	6.43216700e-05	1	true	GAMG	3.76200630e-03	2.77327100e-05	12	true	DILUPBiCGStab	6.44957110e-03	6.18329340e-04	1	true	DILUPBiCGStab	2.19631990e-04	1.85819470e-05	1	true
112             	DILUPBiCGStab	2.27380770e-03	1.78577220e-05	1	2.20871650e-03	1.15540240e-05	1	false	DILUPBiCGStab	9.12886320e-04	6.63682190e-05	1	true	GAMG	3.72798980e-03	2.79108130e-05	12	true	DILUPBiCGStab	6.36384380e-03	5.18650380e-05	1	true	DILUPBiCGStab	2.25920780e-04	1.86630570e-05	1	true
113             	DILUPBiCGStab	2.26146640e-03	1.77384060e-05	1	2.20189170e-03	1.17319760e-05	1	false	DILUPBiCGStab	9.33151490e-04	6.65681000e-05	1	true	GAMG	3.69731370e-03	2.77746290e-05	12	true	DILUPBiCGStab	6.26360330e-03	6.04461810e-04	1	true	DILUPBiCGStab	2.27591570e-04	1.67803100e-05	1	true
114             	DILUPBiCGStab	2.24932290e-03	1.76298780e-05	1	2.19651880e-03	1.19358750e-05	1	false	DILUPBiCGStab	9.46316620e-04	6.46913010e-05	1	true	GAMG	3.67579700e-03	2.77745980e-05	12	true	DILUPBiCGStab	6.17457180e-03	5.14016670e-05	1	true	DILUPBiCGStab	2.26748550e-04	1.27716010e-05	1	true
115             	DILUPBiCGStab	2.23709790e-03	1.75073060e-05	1	2.19073560e-03	1.21628650e-05	1	false	DILUPBiCGStab	9.59615710e-04	6.29872790e-05	1	true	GAMG	3.64029290e-03	2.78486200e-05	12	true	DILUPBiCGStab	6.08462040e-03	5.89605930e-04	1	true	DILUPBiCGStab	2.28433260e-04	1.16029950e-05	1	true
116             	DILUPBiCGStab	2.22509600e-03	1.73681390e-05	1	2.18477930e-03	1.24007340e-05	1	false	DILUPBiCGStab	9.73828570e-04	6.23065350e-05	1	true	GAMG	3.60811610e-03	2.76527010e-05	12	true	DILUPBiCGStab	5.99879620e-03	4.93182340e-05	1	true	DILUPBiCGStab	2.30331670e-04	1.26918950e-05	1	true
117             	DILUPBiCGStab	2.21300650e-03	1.72039810e-05	1	2.18055860e-03	1.27344710e-05	1	false	DILUPBiCGStab	9.90113070e-04	6.23365170e-05	1	true	GAMG	3.58877410e-03	2.72929880e-05	12	true	DILUPBiCGStab	5.90990100e-03	5.62347490e-04	1	true	DILUPBiCGStab	2.33669960e-04	1.34578610e-05	1	true
118             	DILUPBiCGStab	2.20080190e-03	1.69997290e-05	1	2.17469770e-03	1.30851940e-05	1	false	DILUPBiCGStab	9.97666630e-04	6.17351690e-05	1	true	GAMG	3.56717390e-03	2.69719080e-05	12	true	DILUPBiCGStab	5.82869000e-03	4.54751150e-05	1	true	DILUPBiCGStab	2.33475990e-04	1.36093780e-05	1	true
119             	DILUPBiCGStab	2.18881720e-03	1.67815660e-05	1	2.17036700e-03	1.33863080e-05	1	false	DILUPBiCGStab	1.00038370e-03	6.03902210e-05	1	true	GAMG	3.55021070e-03	2.67345310e-05	12	true	DILUPBiCGStab	5.73266070e-03	5.39755270e-04	1	true	DILUPBiCGStab	2.31671230e-04	1.34140240e-05	1	true
120             	DILUPBiCGStab	2.17688310e-03	1.65617100e-05	1	2.16638160e-03	1.36806700e-05	1	false	DILUPBiCGStab	1.01427680e-03	6.03465410e-05	1	true	GAMG	3.51950460e-03	2.66471520e-05	12	true	DILUPBiCGStab	5.65700790e-03	4.37167880e-05	1	true	DILUPBiCGStab	2.36970620e-04	1.31733650e-05	1	true
121             	DILUPBiCGStab	2.16483760e-03	1.63445990e-05	1	2.16115460e-03	1.40158750e-05	1	false	DILUPBiCGStab	1.03776760e-03	6.04607320e-05	1	true	GAMG	3.48875370e-03	2.65480290e-05	12	true	DILUPBiCGStab	5.57285670e-03	5.33104590e-04	1	true	DILUPBiCGStab	2.40984150e-04	1.29889360e-05	1	true
122             	DILUPBiCGStab	2.15310430e-03	1.61400070e-05	1	2.15782530e-03	1.43952780e-05	1	false	DILUPBiCGStab	1.04015990e-03	6.05557110e-05	1	true	GAMG	3.45525570e-03	2.64022030e-05	12	true	DILUPBiCGStab	5.49575300e-03	4.21975400e-05	1	true	DILUPBiCGStab	2.38624280e-04	1.24550540e-05	1	true
123             	DILUPBiCGStab	2.14110930e-03	1.59267510e-05	1	2.15334240e-03	1.48103510e-05	1	false	DILUPBiCGStab	1.04536540e-03	6.08365830e-05	1	true	GAMG	3.42154200e-03	2.62182730e-05	12	true	DILUPBiCGStab	5.41544010e-03	5.05744200e-04	1	true	DILUPBiCGStab	2.38451570e-04	1.22102550e-05	1	true
124             	DILUPBiCGStab	2.12942540e-03	1.56924990e-05	1	2.14964140e-03	1.52581390e-05	1	false	DILUPBiCGStab	1.05997230e-03	6.14740110e-05	1	true	GAMG	3.38892830e-03	2.60175760e-05	12	true	DILUPBiCGStab	5.34679930e-03	3.94196390e-05	1	true	DILUPBiCGStab	2.42390510e-04	1.24737520e-05	1	true
125             	DILUPBiCGStab	2.11769420e-03	1.54596370e-05	1	2.14598210e-03	1.56753360e-05	1	false	DILUPBiCGStab	1.07807530e-03	6.24791240e-05	1	true	GAMG	3.35701850e-03	2.58973910e-05	12	true	DILUPBiCGStab	5.27027990e-03	4.84105910e-04	1	true	DILUPBiCGStab	2.47197460e-04	1.29081060e-05	1	true
126             	DILUPBiCGStab	2.10613770e-03	1.52259890e-05	1	2.14246720e-03	1.60294720e-05	1	false	DILUPBiCGStab	1.09226080e-03	6.33127210e-05	1	true	GAMG	3.31620510e-03	2.59227450e-05	12	true	DILUPBiCGStab	5.20907240e-03	3.65063900e-05	1	true	DILUPBiCGStab	2.50055430e-04	1.33962280e-05	1	true
127             	DILUPBiCGStab	2.09478660e-03	1.50024500e-05	1	2.13771820e-03	1.63823080e-05	1	false	DILUPBiCGStab	1.10682190e-03	6.43202020e-05	1	true	GAMG	3.28897820e-03	2.60563180e-05	12	true	DILUPBiCGStab	5.13551330e-03	4.65835030e-04	1	true	DILUPBiCGStab	2.52773010e-04	1.39428310e-05	1	true
128             	DILUPBiCGStab	2.08350690e-03	1.47765540e-05	1	2.13497070e-03	1.67608120e-05	1	false	DILUPBiCGStab	1.12655490e-03	6.56667270e-05	1	true	GAMG	3.25547450e-03	2.62053810e-05	12	true	DILUPBiCGStab	5.07408050e-03	3.43041670e-05	1	true	DILUPBiCGStab	2.59124320e-04	1.45105700e-05	1	true
129             	DILUPBiCGStab	2.07254240e-03	1.45513580e-05	1	2.13126600e-03	1.71110910e-05	1	false	DILUPBiCGStab	1.15364270e-03	6.72485720e-05	1	true	GAMG	3.20519040e-03	2.62917490e-05	12	true	DILUPBiCGStab	5.00614720e-03	4.47978980e-04	1	true	DILUPBiCGStab	2.64731240e-04	1.50384640e-05	1	true
130             	DILUPBiCGStab	2.06175690e-03	1.43323480e-05	1	2.12736740e-03	1.73992320e-05	1	false	DILUPBiCGStab	1.17740990e-03	6.90551360e-05	1	true	GAMG	3.17563130e-03	2.62559250e-05	12	true	DILUPBiCGStab	4.95156410e-03	3.23692490e-05	1	true	DILUPBiCGStab	2.70482300e-04	1.56362670e-05	1	true
131             	DILUPBiCGStab	2.05119310e-03	1.41132770e-05	1	2.12514220e-03	1.77439180e-05	1	false	DILUPBiCGStab	1.17464130e-03	6.97901540e-05	1	true	GAMG	3.15026440e-03	2.61965850e-05	12	true	DILUPBiCGStab	4.88814520e-03	4.28570790e-04	1	true	DILUPBiCGStab	2.56006180e-04	1.57615520e-05	1	true
132             	DILUPBiCGStab	2.04107470e-03	1.38982420e-05	1	2.12186410e-03	1.79961050e-05	1	false	DILUPBiCGStab	1.17366810e-03	7.14051340e-05	1	true	GAMG	3.11295010e-03	2.61185190e-05	12	true	DILUPBiCGStab	4.84424780e-03	4.78846650e-04	1	true	DILUPBiCGStab	2.38322130e-04	1.58974540e-05	1	true
133             	DILUPBiCGStab	2.03117050e-03	1.36898120e-05	1	2.11941880e-03	1.80325380e-05	1	false	DILUPBiCGStab	1.18226850e-03	7.27659600e-05	1	true	GAMG	3.07683900e-03	2.60056740e-05	12	true	DILUPBiCGStab	4.79122400e-03	3.50031140e-05	1	true	DILUPBiCGStab	2.29843440e-04	1.61615190e-05	1	true
134             	DILUPBiCGStab	2.02185700e-03	1.34883220e-05	1	2.11665100e-03	1.79436940e-05	1	false	DILUPBiCGStab	1.19183180e-03	7.40864750e-05	1	true	GAMG	3.03928690e-03	2.59279010e-05	12	true	DILUPBiCGStab	4.72738960e-03	4.14783770e-04	1	true	DILUPBiCGStab	2.27639060e-04	1.66056390e-05	1	true
135             	DILUPBiCGStab	2.01247530e-03	1.32959940e-05	1	2.11407700e-03	1.78304750e-05	1	false	DILUPBiCGStab	1.19864550e-03	7.52337910e-05	1	true	GAMG	3.00634050e-03	2.58059640e-05	12	true	DILUPBiCGStab	4.68377720e-03	4.50323550e-04	1	true	DILUPBiCGStab	2.27242210e-04	1.70366920e-05	1	true
136             	DILUPBiCGStab	2.00340160e-03	1.31353610e-05	1	2.11123750e-03	1.75453620e-05	1	false	DILUPBiCGStab	1.20183150e-03	7.60353170e-05	1	true	GAMG	2.96419780e-03	2.56323840e-05	12	true	DILUPBiCGStab	4.63580870e-03	3.15939320e-05	1	true	DILUPBiCGStab	2.27375310e-04	1.73643260e-05	1	true
137             	DILUPBiCGStab	1.99471570e-03	1.29834120e-05	1	2.10861990e-03	1.72079960e-05	1	false	DILUPBiCGStab	1.20267150e-03	7.65066960e-05	1	true	GAMG	2.93593820e-03	2.54920540e-05	12	true	DILUPBiCGStab	4.57883820e-03	3.93567250e-04	1	true	DILUPBiCGStab	2.27649500e-04	1.75987630e-05	1	true
138             	DILUPBiCGStab	1.98615680e-03	1.28364820e-05	1	2.10582880e-03	1.68263040e-05	1	false	DILUPBiCGStab	1.20115130e-03	7.66859510e-05	1	true	GAMG	2.90446950e-03	2.53300590e-05	12	true	DILUPBiCGStab	4.53295720e-03	4.26345300e-04	1	true	DILUPBiCGStab	2.27769490e-04	1.77035990e-05	1	true
139             	DILUPBiCGStab	1.97800890e-03	1.27012480e-05	1	2.10289210e-03	1.65079140e-05	1	false	DILUPBiCGStab	1.19764980e-03	7.66143460e-05	1	true	GAMG	2.88206080e-03	2.51524960e-05	12	true	DILUPBiCGStab	4.48813860e-03	4.48263090e-04	1	true	DILUPBiCGStab	2.27670310e-04	1.77271410e-05	1	true
140             	DILUPBiCGStab	1.96971310e-03	1.25837940e-05	1	2.10013560e-03	1.61871760e-05	1	false	DILUPBiCGStab	1.19452340e-03	7.65174650e-05	1	true	GAMG	2.85794670e-03	2.49907550e-05	12	true	DILUPBiCGStab	4.44426280e-03	3.00937280e-05	1	true	DILUPBiCGStab	2.26824630e-04	1.76601730e-05	1	true
141             	DILUPBiCGStab	1.96167300e-03	1.24870340e-05	1	2.09740160e-03	1.58239020e-05	1	false	DILUPBiCGStab	1.19094450e-03	7.66036730e-05	1	true	GAMG	2.83008490e-03	2.48806880e-05	12	true	DILUPBiCGStab	4.39352320e-03	3.71421460e-04	1	true	DILUPBiCGStab	2.25496950e-04	1.75131390e-05	1	true
142             	DILUPBiCGStab	1.95363640e-03	1.23908050e-05	1	2.09436040e-03	1.53567030e-05	1	false	DILUPBiCGStab	1.18541860e-03	7.73294860e-05	1	true	GAMG	2.78834050e-03	2.46420650e-05	12	true	DILUPBiCGStab	4.35675600e-03	3.95572560e-04	1	true	DILUPBiCGStab	2.23260420e-04	1.73095590e-05	1	true
143             	DILUPBiCGStab	1.94570080e-03	1.22969200e-05	1	2.09201210e-03	1.49305030e-05	1	false	DILUPBiCGStab	1.17837120e-03	7.80027880e-05	1	true	GAMG	2.78577720e-03	2.43473840e-05	12	true	DILUPBiCGStab	4.31947170e-03	4.18785280e-04	1	true	DILUPBiCGStab	2.20509270e-04	1.70543140e-05	1	true
144             	DILUPBiCGStab	1.93768720e-03	1.22133110e-05	1	2.08920120e-03	1.45856200e-05	1	false	DILUPBiCGStab	1.16625450e-03	7.84377410e-05	1	true	GAMG	2.82108380e-03	2.40792610e-05	12	true	DILUPBiCGStab	4.28721970e-03	4.21723150e-04	1	true	DILUPBiCGStab	2.16712260e-04	1.68411660e-05	1	true
145             	DILUPBiCGStab	1.92979040e-03	1.21366450e-05	1	2.08641660e-03	1.42570040e-05	1	false	DILUPBiCGStab	1.15359650e-03	7.87884110e-05	1	true	GAMG	2.87124720e-03	2.38869500e-05	12	true	DILUPBiCGStab	4.25083290e-03	4.16230060e-04	1	true	DILUPBiCGStab	2.12549150e-04	1.66231940e-05	1	true
146             	DILUPBiCGStab	1.92192920e-03	1.20595030e-05	1	2.08412100e-03	1.38834510e-05	1	false	DILUPBiCGStab	1.14061790e-03	7.91078870e-05	1	true	GAMG	2.84601330e-03	2.37865410e-05	12	true	DILUPBiCGStab	4.21597600e-03	4.08064870e-04	1	true	DILUPBiCGStab	2.10471290e-04	1.64705220e-05	1	true
147             	DILUPBiCGStab	1.91443280e-03	1.19814390e-05	1	2.08158420e-03	1.35429080e-05	1	false	DILUPBiCGStab	1.13017300e-03	7.95158810e-05	1	true	GAMG	2.86409840e-03	2.35551620e-05	12	true	DILUPBiCGStab	4.17893520e-03	4.02743100e-04	1	true	DILUPBiCGStab	2.09139150e-04	1.63594410e-05	1	true
